570.047,4.51
570.062,4.50
570.077,4.51
570.091,4.50
570.105,4.51
570.121,4.50
570.135,4.51
570.149,4.50
570.164,4.51
570.178,4.50
570.193,4.50
570.208,4.51
570.222,4.51
570.236,4.49
570.251,4.50
570.266,4.50
570.280,4.51
570.295,4.50
570.309,4.51
570.324,4.50
570.339,4.50
570.353,4.51
570.368,4.50
570.382,4.51
570.397,4.51
570.412,4.50
570.426,4.51
570.440,4.51
570.456,4.51
570.470,4.51
570.484,4.50
570.499,4.51
570.513,4.51
570.528,4.51
570.543,4.50
570.557,4.51
570.571,4.50
570.587,4.51
570.601,4.51
570.615,4.50
570.630,4.51
570.644,4.50
570.659,4.51
570.674,4.51
570.688,4.50
570.702,4.51
570.717,4.51
570.732,4.51
570.746,4.50
570.761,4.50
570.775,4.50
570.790,4.51
570.805,4.50
570.819,4.51
570.833,4.51
570.848,4.50
570.863,4.51
570.877,4.50
570.892,4.51
570.906,4.51
570.921,4.51
570.936,4.51
570.950,4.50
570.964,4.51
570.979,4.50
570.994,4.52
571.009,4.51
571.023,4.50
571.037,4.51
571.053,4.50
571.067,4.51
571.081,4.52
571.096,4.50
571.110,4.51
571.125,4.51
571.140,4.51
571.154,4.51
571.168,4.51
571.183,4.50
571.198,4.51
571.212,4.51
571.227,4.51
571.241,4.51
571.256,4.50
571.271,4.50
571.285,4.51
571.299,4.51
571.314,4.51
571.329,4.51
571.343,4.51
571.358,4.50
571.372,4.51
571.387,4.50
571.402,4.51
571.416,4.51
571.430,4.51
571.445,4.51
571.460,4.51
571.474,4.50
571.489,4.51
571.503,4.51
571.518,4.51
571.533,4.51
571.547,4.51
571.561,4.50
571.576,4.50
571.591,4.50
571.606,4.50
571.620,4.50
571.634,4.50
571.649,4.50
571.664,4.49
571.678,4.49
571.693,4.50
571.707,4.49
571.722,4.49
571.737,4.50
571.751,4.50
571.765,4.49
571.780,4.50
571.795,4.49
571.809,4.49
571.824,4.48
571.838,4.50
571.853,4.48
571.868,4.49
571.882,4.48
571.896,4.48
571.911,4.46
571.926,4.46
571.940,4.45
571.955,4.43
571.969,4.43
571.984,4.42
571.999,4.41
572.013,4.40
572.027,4.38
572.042,4.38
572.057,4.37
572.071,4.36
572.086,4.35
572.100,4.35
572.114,4.34
572.130,4.33
572.144,4.33
572.158,4.32
572.173,4.30
572.188,4.30
572.203,4.29
572.217,4.29
572.231,4.28
572.246,4.27
572.261,4.26
572.275,4.26
572.290,4.24
572.304,4.24
572.319,4.23
572.334,4.21
572.348,4.20
572.362,4.20
572.377,4.19
572.392,4.19
572.406,4.18
572.421,4.17
572.435,4.17
572.450,4.15
572.465,4.14
572.479,4.14
572.493,4.13
572.508,4.12
572.523,4.12
572.537,4.12
572.552,4.10
572.566,4.10
572.580,4.10
572.596,4.08
572.610,4.08
572.624,4.07
572.639,4.06
572.654,4.05
572.668,4.05
572.683,4.04
572.697,4.04
572.711,4.03
572.727,4.02
572.741,4.02
572.755,4.01
572.770,3.99
572.785,3.98
572.800,3.98
572.814,3.98
572.828,3.97
572.843,3.96
572.858,3.95
572.872,3.94
572.887,3.94
572.901,3.93
572.916,3.92
572.931,3.91
572.945,3.91
572.959,3.91
572.974,3.90
572.989,3.90
573.003,3.89
573.018,3.88
573.032,3.87
573.046,3.87
573.062,3.85
573.076,3.85
573.090,3.85
573.105,3.83
573.120,3.83
573.134,3.82
573.149,3.81
573.163,3.81
573.177,3.81
573.193,3.80
573.207,3.79
573.221,3.78
573.236,3.78
573.251,3.78
573.265,3.77
573.280,3.76
573.294,3.76
573.308,3.75
573.324,3.73
573.338,3.73
573.352,3.73
573.367,3.71
573.382,3.71
573.396,3.71
573.411,3.70
573.425,3.70
573.440,3.70
573.455,3.68
573.469,3.68
573.484,3.67
573.498,3.67
573.512,3.65
573.528,3.65
573.542,3.64
573.556,3.64
573.571,3.63
573.586,3.62
573.600,3.62
573.615,3.61
573.629,3.60
573.643,3.60
573.659,3.60
573.673,3.59
573.687,3.59
573.702,3.58
573.717,3.57
573.731,3.56
573.746,3.56
573.760,3.56
573.774,3.55
573.790,3.55
573.804,3.54
573.818,3.53
573.833,3.52
573.848,3.52
573.862,3.52
573.877,3.51
573.891,3.50
573.905,3.49
573.921,3.49
573.935,3.49
573.949,3.48
573.964,3.47
573.978,3.47
573.993,3.46
574.008,3.46
574.022,3.46
574.036,3.45
574.052,3.45
574.066,3.43
574.081,3.43
574.095,3.42
574.109,3.42
574.125,3.42
574.139,3.40
574.153,3.41
574.168,3.40
574.183,3.39
574.197,3.39
574.212,3.39
574.226,3.37
574.240,3.37
574.256,3.37
574.270,3.36
574.284,3.36
574.299,3.35
574.314,3.35
574.328,3.34
574.343,3.33
574.357,3.33
574.371,3.32
574.387,3.32
574.401,3.32
574.415,3.31
574.430,3.30
574.444,3.30
574.459,3.30
574.474,3.28
574.488,3.27
574.502,3.28
574.518,3.27
574.532,3.26
574.546,3.26
574.561,3.25
574.575,3.25
574.590,3.24
574.605,3.24
574.619,3.24
574.633,3.24
574.649,3.23
574.663,3.22
574.678,3.22
574.692,3.21
574.706,3.21
574.722,3.20
574.736,3.19
574.750,3.20
574.765,3.19
574.780,3.18
574.794,3.17
574.809,3.17
574.823,3.17
574.837,3.16
574.853,3.17
574.867,3.15
574.881,3.16
574.896,3.14
574.910,3.14
574.925,3.13
574.940,3.13
574.954,3.13
574.968,3.13
574.984,3.11
574.998,3.11
575.012,3.11
575.027,3.10
575.041,3.09
575.056,3.08
575.071,3.09
575.085,3.08
575.099,3.07
575.115,3.07
575.129,3.06
575.143,3.07
575.158,3.05
575.172,3.05
575.187,3.05
575.202,3.04
575.216,3.04
575.230,3.04
575.246,3.03
575.260,3.03
575.275,3.02
575.289,3.01
575.303,3.02
575.319,3.01
575.333,3.01
575.347,3.00
575.362,3.00
575.376,2.99
575.391,2.98
575.406,2.99
575.420,2.97
575.434,2.97
575.450,2.97
575.464,2.96
575.478,2.96
575.493,2.95
575.507,2.95
575.522,2.94
575.537,2.94
575.551,2.94
575.565,2.93
575.581,2.92
575.595,2.93
575.609,2.93
575.624,2.91
575.638,2.91
575.653,2.90
575.668,2.90
575.682,2.89
575.696,2.90
575.712,2.89
575.726,2.89
575.740,2.88
575.755,2.87
575.769,2.87
575.784,2.87
575.799,2.87
575.813,2.87
575.827,2.85
575.842,2.85
575.857,2.85
575.872,2.84
575.886,2.84
575.900,2.84
575.916,2.83
575.930,2.82
575.944,2.83
575.959,2.82
575.973,2.82
575.988,2.82
576.003,2.81
576.017,2.81
576.031,2.80
576.047,2.79
576.061,2.79
576.075,2.78
576.090,2.79
576.104,2.79
576.119,2.77
576.134,2.77
576.148,2.78
576.162,2.76
576.178,2.76
576.192,2.76
576.206,2.75
576.221,2.75
576.235,2.74
576.250,2.74
576.265,2.74
576.279,2.73
576.293,2.73
576.308,2.72
576.323,2.72
576.337,2.72
576.352,2.72
576.366,2.71
576.381,2.71
576.396,2.71
576.410,2.70
576.424,2.69
576.439,2.69
576.454,2.69
576.468,2.68
576.483,2.67
576.497,2.68
576.513,2.67
576.527,2.66
576.541,2.66
576.556,2.65
576.570,2.65
576.585,2.65
576.600,2.65
576.614,2.64
576.628,2.64
576.644,2.63
576.658,2.63
576.672,2.62
576.687,2.63
576.701,2.62
576.716,2.61
576.731,2.61
576.745,2.61
576.759,2.60
576.774,2.61
576.789,2.61
576.803,2.61
576.818,2.59
576.832,2.60
576.847,2.59
576.862,2.59
576.876,2.58
576.890,2.58
576.905,2.57
576.920,2.57
576.934,2.57
576.949,2.57
576.963,2.56
576.978,2.55
576.993,2.55
577.007,2.55
577.021,2.54
577.036,2.54
577.051,2.54
577.065,2.53
577.080,2.53
577.094,2.53
577.110,2.53
577.124,2.52
577.138,2.52
577.153,2.52
577.167,2.50
577.182,2.51
577.197,2.51
577.211,2.50
577.225,2.49
577.240,2.49
577.255,2.48
577.269,2.47
577.284,2.48
577.298,2.47
577.313,2.47
577.328,2.46
577.342,2.47
577.356,2.46
577.371,2.46
577.386,2.45
577.400,2.45
577.415,2.44
577.429,2.44
577.444,2.44
577.459,2.44
577.473,2.44
577.487,2.42
577.502,2.42
577.517,2.42
577.531,2.42
577.546,2.42
577.560,2.41
577.575,2.42
577.590,2.40
577.604,2.40
577.618,2.40
577.633,2.40
577.648,2.40
577.662,2.40
577.677,2.39
577.691,2.38
577.705,2.38
577.721,2.38
577.735,2.37
577.750,2.37
577.764,2.38
577.779,2.37
577.794,2.37
577.808,2.36
577.822,2.35
577.837,2.36
577.852,2.35
577.866,2.36
577.881,2.34
577.895,2.34
577.910,2.34
577.925,2.34
577.939,2.33
577.953,2.33
577.968,2.33
577.983,2.33
577.997,2.32
578.012,2.32
578.026,2.32
578.041,2.31
578.056,2.30
578.070,2.30
578.084,2.31
578.099,2.29
578.114,2.29
578.128,2.29
578.143,2.28
578.157,2.28
578.171,2.28
578.187,2.27
578.201,2.28
578.215,2.27
578.230,2.27
578.245,2.27
578.259,2.27
578.274,2.26
578.288,2.26
578.302,2.26
578.318,2.24
578.332,2.25
578.347,2.24
578.361,2.24
578.376,2.24
578.391,2.23
578.405,2.23
578.419,2.22
578.434,2.22
578.449,2.22
578.463,2.23
578.478,2.21
578.492,2.21
578.507,2.22
578.522,2.21
578.536,2.20
578.550,2.20
578.565,2.21
578.580,2.19
578.594,2.19
578.609,2.20
578.623,2.18
578.637,2.18
578.653,2.19
578.667,2.17
578.681,2.17
578.696,2.17
578.711,2.17
578.725,2.17
578.740,2.17
578.754,2.16
578.768,2.16
578.784,2.16
578.798,2.16
578.812,2.16
578.827,2.15
578.842,2.15
578.856,2.15
578.871,2.15
578.885,2.15
578.899,2.13
578.915,2.14
578.929,2.14
578.944,2.13
578.958,2.12
578.973,2.13
578.988,2.12
579.002,2.11
579.016,2.11
579.031,2.12
579.046,2.11
579.060,2.10
579.075,2.10
579.089,2.10
579.103,2.09
579.119,2.09
579.133,2.09
579.147,2.09
579.162,2.10
579.177,2.08
579.191,2.08
579.206,2.07
579.220,2.08
579.234,2.07
579.250,2.08
579.264,2.07
579.278,2.07
579.293,2.06
579.308,2.06
579.322,2.05
579.337,2.05
579.351,2.06
579.365,2.05
579.381,2.05
579.395,2.05
579.409,2.04
579.424,2.03
579.439,2.04
579.453,2.03
579.468,2.03
579.482,2.02
579.496,2.03
579.512,2.03
579.526,2.02
579.540,2.02
579.555,2.01
579.569,2.01
579.585,2.01
579.599,2.01
579.613,2.01
579.628,2.00
579.643,2.00
579.657,1.99
579.672,1.99
579.686,1.99
579.700,1.98
579.716,1.98
579.730,1.98
579.744,1.99
579.759,1.98
579.774,1.97
579.788,1.97
579.803,1.97
579.817,1.97
579.831,1.96
579.847,1.97
579.861,1.96
579.875,1.96
579.890,1.96
579.905,1.96
579.919,1.96
579.934,1.95
579.948,1.95
579.962,1.95
579.978,1.95
579.992,1.94
580.006,1.94
580.021,1.94
580.035,1.93
580.050,1.93
580.065,1.94
580.079,1.92
580.093,1.92
580.109,1.92
580.123,1.92
580.137,1.91
580.152,1.91
580.166,1.91
580.182,1.91
580.196,1.91
580.210,1.90
580.225,1.90
580.240,1.90
580.254,1.89
580.269,1.89
580.283,1.89
580.297,1.89
580.313,1.89
580.327,1.88
580.341,1.89
580.356,1.89
580.371,1.88
580.385,1.87
580.400,1.86
580.414,1.87
580.428,1.87
580.444,1.87
580.458,1.86
580.472,1.86
580.487,1.85
580.501,1.86
580.516,1.86
580.531,1.86
580.545,1.85
580.559,1.84
580.575,1.84
580.589,1.84
580.603,1.84
580.618,1.84
580.632,1.83
580.647,1.84
580.662,1.82
580.676,1.82
580.690,1.83
580.706,1.83
580.720,1.82
580.734,1.81
580.749,1.81
580.763,1.81
580.779,1.81
580.793,1.80
580.807,1.81
580.822,1.80
580.837,1.80
580.851,1.79
580.866,1.79
580.880,1.79
580.894,1.79
580.910,1.79
580.924,1.78
580.938,1.78
580.953,1.78
580.967,1.79
580.982,1.77
580.997,1.77
581.011,1.77
581.025,1.78
581.041,1.77
581.055,1.76
581.069,1.77
581.084,1.77
581.098,1.76
581.113,1.76
581.128,1.75
581.142,1.75
581.156,1.75
581.172,1.75
581.186,1.76
581.200,1.75
581.215,1.74
581.229,1.74
581.244,1.74
581.259,1.74
581.273,1.73
581.287,1.74
581.303,1.74
581.317,1.74
581.331,1.73
581.346,1.72
581.360,1.73
581.376,1.72
581.390,1.72
581.404,1.72
581.419,1.72
581.433,1.72
581.448,1.72
581.463,1.71
581.477,1.70
581.491,1.71
581.507,1.70
581.521,1.70
581.535,1.70
581.550,1.69
581.564,1.69
581.579,1.69
581.594,1.69
581.608,1.69
581.622,1.69
581.638,1.68
581.652,1.68
581.666,1.69
581.681,1.68
581.695,1.67
581.710,1.67
581.725,1.67
581.739,1.67
581.753,1.68
581.769,1.67
581.783,1.66
581.797,1.66
581.812,1.66
581.826,1.65
581.841,1.65
581.856,1.66
581.870,1.65
581.884,1.65
581.899,1.65
581.914,1.64
581.928,1.64
581.943,1.64
581.957,1.65
581.972,1.64
581.987,1.64
582.001,1.64
582.016,1.63
582.030,1.63
582.045,1.63
582.060,1.62
582.074,1.62
582.088,1.63
582.104,1.62
582.118,1.63
582.132,1.62
582.147,1.61
582.161,1.61
582.176,1.61
582.191,1.61
582.205,1.60
582.219,1.60
582.235,1.61
582.249,1.61
582.263,1.60
582.278,1.59
582.292,1.59
582.307,1.60
582.322,1.60
582.336,1.59
582.350,1.59
582.365,1.59
582.380,1.58
582.394,1.58
582.409,1.57
582.423,1.59
582.438,1.57
582.453,1.57
582.467,1.57
582.481,1.57
582.496,1.56
582.511,1.58
582.525,1.57
582.540,1.56
582.554,1.56
582.569,1.56
582.584,1.57
582.598,1.56
582.612,1.56
582.627,1.56
582.642,1.56
582.657,1.56
582.671,1.55
582.685,1.54
582.701,1.54
582.715,1.54
582.729,1.53
582.744,1.54
582.758,1.54
582.773,1.53
582.788,1.53
582.802,1.53
582.816,1.53
582.831,1.52
582.846,1.53
582.860,1.52
582.875,1.52
582.889,1.52
582.904,1.52
582.919,1.52
582.933,1.51
582.947,1.52
582.962,1.52
582.977,1.51
582.991,1.52
583.006,1.51
583.020,1.51
583.035,1.51
583.050,1.50
583.064,1.50
583.078,1.51
583.093,1.50
583.108,1.49
583.122,1.49
583.137,1.49
583.151,1.50
583.166,1.50
583.181,1.50
583.195,1.50
583.209,1.48
583.224,1.48
583.239,1.49
583.254,1.48
583.268,1.48
583.282,1.49
583.297,1.47
583.312,1.48
583.326,1.47
583.341,1.48
583.355,1.46
